7ODC: ORGANISM_SCIENTIFIC: MUS MUSCULUS
2VK2: ORGANISM_SCIENTIFIC: ESCHERICHIA COLI
2QUD: ORGANISM_SCIENTIFIC: PSEUDOMONAS PHAGE PP7
3KYZ: ORGANISM_SCIENTIFIC: PSEUDOMONAS AERUGINOSA
3T47: ORGANISM_SCIENTIFIC: STAPHYLOCOCCUS AUREUS SUBSP. AUREUS
4G7X: ORGANISM_SCIENTIFIC: VIBRIO CHOLERAE
1WVF: ORGANISM_SCIENTIFIC: PSEUDOMONAS PUTIDA
3ZSJ: ORGANISM_SCIENTIFIC: HOMO SAPIENS
4QAS: ORGANISM_SCIENTIFIC: CHLAMYDIA TRACHOMATIS
3A5F: ORGANISM_SCIENTIFIC: CLOSTRIDIUM BOTULINUM A
3L1N: ORGANISM_SCIENTIFIC: PENICILLIUM MARNEFFEI
5M1P: ORGANISM_SCIENTIFIC: THERMUS PHAGE G20C
5GPI: ORGANISM_SCIENTIFIC: ZIKA VIRUS
5IT3: ORGANISM_SCIENTIFIC: HOMO SAPIENS
4LA2: ORGANISM_SCIENTIFIC: SILICIBACTER LACUSCAERULENSIS
4P0T: ORGANISM_SCIENTIFIC: HOMO SAPIENS
1OD3: ORGANISM_SCIENTIFIC: CLOSTRIDIUM STERCORARIUM
5FTB: ORGANISM_SCIENTIFIC: BACTEROIDES
3AJ6: ORGANISM_SCIENTIFIC: CLOSTRIDIUM BOTULINUM
3M0Z: ORGANISM_SCIENTIFIC: KLEBSIELLA PNEUMONIAE SUBSP.
4UQZ: ORGANISM_SCIENTIFIC: PSEUDOMONAS AERUGINOSA PAO1
2GPI: ORGANISM_SCIENTIFIC: SHEWANELLA LOIHICA
4ZLD: ORGANISM_SCIENTIFIC: HOMO SAPIENS
5B1A: ORGANISM_SCIENTIFIC: BOS TAURUS
2NWR: ORGANISM_SCIENTIFIC: AQUIFEX AEOLICUS
5I7S: ORGANISM_SCIENTIFIC: BURKHOLDERIA PSEUDOMALLEI
4OXX: ORGANISM_SCIENTIFIC: CITROBACTER BRAAKII
2OLR: ORGANISM_SCIENTIFIC: ESCHERICHIA COLI K12
2ODK: ORGANISM_SCIENTIFIC: NITROSOMONAS EUROPAEA
5TJX: ORGANISM_SCIENTIFIC: HOMO SAPIENS
2CVI: ORGANISM_SCIENTIFIC: PYROCOCCUS HORIKOSHII
2BZ1: ORGANISM_SCIENTIFIC: ESCHERICHIA COLI
1YD9: ORGANISM_SCIENTIFIC: RATTUS NORVEGICUS
4N67: ORGANISM_SCIENTIFIC: BARTONELLA QUINTANA
3UB6: ORGANISM_SCIENTIFIC: HELICOBACTER PYLORI
4PJ2: ORGANISM_SCIENTIFIC: AEROMONAS HYDROPHILA SUBSP. HYDROPHILA
3SMV: ORGANISM_SCIENTIFIC: PSEUDOMONAS
3PHX: ORGANISM_SCIENTIFIC: CRIMEAN-CONGO HEMORRHAGIC FEVER VIRUS
4WRI: ORGANISM_SCIENTIFIC: HALICHONDRIA OKADAI
5A0Y: ORGANISM_SCIENTIFIC: METHANOTHERMOBACTER MARBURGENSIS
1MJ5: ORGANISM_SCIENTIFIC: SPHINGOMONAS PAUCIMOBILIS
3ZNV: ORGANISM_SCIENTIFIC: HOMO SAPIENS
3WA2: ORGANISM_SCIENTIFIC: ARTHROBACTER GLOBIFORMIS
2BZV: ORGANISM_SCIENTIFIC: HUMAN ADENOVIRUS TYPE 41
2PR7: ORGANISM_SCIENTIFIC: CORYNEBACTERIUM GLUTAMICUM ATCC 13032
4N4U: ORGANISM_SCIENTIFIC: BORDETELLA BRONCHISEPTICA
4KV7: ORGANISM_SCIENTIFIC: RHODOPIRELLULA BALTICA
2HEU: ORGANISM_SCIENTIFIC: STREPTOCOCCUS PNEUMONIAE
2I53: ORGANISM_SCIENTIFIC: HOMO SAPIENS
4YUC: ORGANISM_SCIENTIFIC: CORALLOCOCCUS CORALLOIDES
5UEJ: ORGANISM_SCIENTIFIC: NEISSERIA MENINGITIDIS
2GB4: ORGANISM_SCIENTIFIC: MUS MUSCULUS
1ZHV: ORGANISM_SCIENTIFIC: AGROBACTERIUM TUMEFACIENS STR. C58
3IE7: ORGANISM_SCIENTIFIC: LISTERIA INNOCUA
4G6T: ORGANISM_SCIENTIFIC: PSEUDOMONAS SYRINGAE PV. TOMATO
2IEL: ORGANISM_SCIENTIFIC: THERMUS THERMOPHILUS
5AZX: ORGANISM_SCIENTIFIC: RATTUS NORVEGICUS
5B1A: ORGANISM_SCIENTIFIC: BOS TAURUS
3HNY: ORGANISM_SCIENTIFIC: HOMO SAPIENS
3H75: ORGANISM_SCIENTIFIC: PSEUDOMONAS FLUORESCENS PF-5
1EAQ: ORGANISM_SCIENTIFIC: MUS MUSCULUS
2O1Q: ORGANISM_SCIENTIFIC: METHYLIBIUM PETROLEIPHILUM
2VPB: ORGANISM_SCIENTIFIC: HOMO SAPIENS
3SQZ: ORGANISM_SCIENTIFIC: STREPTOCOCCUS MUTANS
1FO8: ORGANISM_SCIENTIFIC: ORYCTOLAGUS CUNICULUS
2DKO: ORGANISM_SCIENTIFIC: HOMO SAPIENS
4N13: ORGANISM_SCIENTIFIC: BORRELIA BURGDORFERI
5GJI: ORGANISM_SCIENTIFIC: HOMO SAPIENS
3FSS: ORGANISM_SCIENTIFIC: SACCHAROMYCES CEREVISIAE
3I94: ORGANISM_SCIENTIFIC: SYNECHOCYSTIS SP. PCC 6803
3EF8: ORGANISM_SCIENTIFIC: NOVOSPHINGOBIUM AROMATICIVORANS DSM
2WLV: ORGANISM_SCIENTIFIC: HUMAN IMMUNODEFICIENCY VIRUS TYPE 2 (ISOLATE
5DM2: ORGANISM_SCIENTIFIC: BACILLUS PUMILUS ATCC 7061
4KRU: ORGANISM_SCIENTIFIC: CLOSTRIDIUM PHAGE PHISM101
5KVR: ORGANISM_SCIENTIFIC: ESCHERICHIA COLI O6:H1 (STRAIN CFT073 / ATCC
4CNN: ORGANISM_SCIENTIFIC: SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR
2WTP: ORGANISM_SCIENTIFIC: RALSTONIA METALLIDURANS CH34
5LY8: ORGANISM_SCIENTIFIC: LACTOBACILLUS PHAGE J-1
5HB7: ORGANISM_SCIENTIFIC: CHAETOMIUM THERMOPHILUM (STRAIN DSM 1495 / CBS
3HKW: ORGANISM_SCIENTIFIC: HEPATITIS C VIRUS SUBTYPE 1A
3T8J: ORGANISM_SCIENTIFIC: SULFOLOBUS SOLFATARICUS
4Y9W: ORGANISM_SCIENTIFIC: CANDIDA PARAPSILOSIS
4F01: ORGANISM_SCIENTIFIC: ESCHERICHIA COLI
4A3Z: ORGANISM_SCIENTIFIC: CLOSTRIDIUM PERFRINGENS
1M15: ORGANISM_SCIENTIFIC: LIMULUS POLYPHEMUS
4P3H: ORGANISM_SCIENTIFIC: HUMAN HERPESVIRUS 8
2HHC: ORGANISM_SCIENTIFIC: BRADYRHIZOBIUM SP.
5J41: ORGANISM_SCIENTIFIC: HOMO SAPIENS
2QGU: ORGANISM_SCIENTIFIC: RALSTONIA SOLANACEARUM
4MNO: ORGANISM_SCIENTIFIC: PYROCOCCUS ABYSSI
3OND: ORGANISM_SCIENTIFIC: LUPINUS LUTEUS
5JJ2: ORGANISM_SCIENTIFIC: HOMO SAPIENS
4ZOY: ORGANISM_SCIENTIFIC: CHAETOMIUM THERMOPHILUM
5JH8: ORGANISM_SCIENTIFIC: CHROMOBACTERIUM VIOLACEUM
4ZH5: ORGANISM_SCIENTIFIC: PERINEREIS BREVICIRRIS
2HLY: ORGANISM_SCIENTIFIC: AGROBACTERIUM TUMEFACIENS STR.
5BY5: ORGANISM_SCIENTIFIC: SPHINGOPYXIS ALASKENSIS (STRAIN DSM 13593 / LMG
4BPS: ORGANISM_SCIENTIFIC: STREPTOMYCES HYGROSCOPICUS SUBSP.
5COF: ORGANISM_SCIENTIFIC: ESCHERICHIA COLI (STRAIN UTI89 / UPEC)
4ZUR: ORGANISM_SCIENTIFIC: MYCOPLANA RAMOSA
5A61: ORGANISM_SCIENTIFIC: ESCHERICHIA COLI K-12
4C2V: ORGANISM_SCIENTIFIC: XENOPUS LAEVIS
5CEG: ORGANISM_SCIENTIFIC: MESORHIZOBIUM OPPORTUNISTUM (STRAIN LMG 24607 /
2HQS: ORGANISM_SCIENTIFIC: ESCHERICHIA COLI
3BMZ: ORGANISM_SCIENTIFIC: CHROMOBACTERIUM VIOLACEUM
4WU0: ORGANISM_SCIENTIFIC: CLOSTRIDIUM ACETOBUTYLICUM
3ZJA: ORGANISM_SCIENTIFIC: STREPTOMYCES LIVIDANS
4OH7: ORGANISM_SCIENTIFIC: BRUCELLA MELITENSIS
4FNV: ORGANISM_SCIENTIFIC: BACTEROIDES THETAIOTAOMICRON
4RD4: ORGANISM_SCIENTIFIC: SULFOLOBUS SOLFATARICUS
2FCW: ORGANISM_SCIENTIFIC: HOMO SAPIENS
4DVC: ORGANISM_SCIENTIFIC: VIBRIO CHOLERAE
4P3V: ORGANISM_SCIENTIFIC: ESCHERICHIA COLI
5EJX: ORGANISM_SCIENTIFIC: SACCHAROMYCES CEREVISIAE (STRAIN ATCC 204508 /
1GNL: ORGANISM_SCIENTIFIC: DESULFOVIBRIO DESULFURICANS
3M8T: ORGANISM_SCIENTIFIC: BRADYRHIZOBIUM JAPONICUM
2CDC: ORGANISM_SCIENTIFIC: SULFOLOBUS SOLFATARICUS
4YG0: ORGANISM_SCIENTIFIC: HUMAN ROTAVIRUS A
4YYC: ORGANISM_SCIENTIFIC: RHIZOBIUM MELILOTI
4ME2: ORGANISM_SCIENTIFIC: BRACHYPODIUM DISTACHYON
1TKE: ORGANISM_SCIENTIFIC: ESCHERICHIA COLI
3BON: ORGANISM_SCIENTIFIC: CLOSTRIDIUM BOTULINUM
4CJ0: ORGANISM_SCIENTIFIC: CLOSTRIDIUM THERMOCELLUM
2O9S: ORGANISM_SCIENTIFIC: HOMO SAPIENS
1FJ2: ORGANISM_SCIENTIFIC: HOMO SAPIENS
4ZX2: ORGANISM_SCIENTIFIC: HOMO SAPIENS
4UJ7: ORGANISM_SCIENTIFIC: GEOBACILLUS STEAROTHERMOPHILUS
4I1K: ORGANISM_SCIENTIFIC: ARABIDOPSIS THALIANA
1FP2: ORGANISM_SCIENTIFIC: MEDICAGO SATIVA
3HR6: ORGANISM_SCIENTIFIC: CORYNEBACTERIUM DIPHTHERIAE
